id;count;sample:E00944163-S0001plqA-A0000Rep1_IonCode_0229;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944202-S0001plqA-A0000Rep1_IonCode_0239;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963841-S0001plqA-A0000Rep1_IonCode_0286;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982461-S0001plqA-A0000Rep1_IonCode_0221;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:04606:07198_SUB_SUB;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;7;0;8;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;1;5;13;6;7;0;0;0;0;4;0;0;0;0;0;1;0;5;19;0;0;4;9;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P8S2G:03251:06724_SUB_SUB;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;0;0;0;0;0;14;0;2;0;0;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;9;202;216;76;68;0;0;0;0;0;0;5;0;0;0;0;0;11;0;0;0;62;61;33;7;0;4;0;0;10;0;0;0;0;0;0;0;0;0
P8S2G:02091:01971_SUB_SUB;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;40;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;43;8;5;12;0;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;3;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04162:06041_SUB_SUB;457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;54;0;0;0;0;0;0;13;136;0;0;2;0;0;0;0;22;1;6;0;2;21;12;1;4;0;1;0;0;0;0;52;0;0;0;25;69;13;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
P8S2G:01652:02841_SUB_SUB;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;21;0;0;0;0;3;6;0;23;0;0;9;0;0;0;0;0;0;0;31;0;19;0;0;0;0;1;0;3;116;171;32;52;0;1;0;0;14;0;0;0;0;0;2;0;13;230;0;0;26;24;30;0;0;0;0;0;0;0;18;0;0;0;0;0;2;0
P8S2G:04836:02711_SUB_SUB;309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;41;0;30;0;0;0;0;0;0;1;0;0;1;4;0;6;0;0;0;0;0;0;3;37;35;27;12;0;9;0;0;6;0;0;0;0;0;2;0;11;20;0;0;15;34;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
P8S2G:04891:02570_SUB_SUB;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;184;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01952:06608_SUB_SUB;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;14;42;6;2;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03334:06847_SUB_SUB;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;118;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04035:06510_SUB_SUB;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;9;0;4;0;0;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;141;145;48;49;0;0;0;0;0;0;2;1;0;0;0;0;3;0;0;0;46;54;26;8;0;3;0;0;5;0;0;0;0;0;0;0;0;0
P8S2G:04086:06433_SUB_SUB;894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;5;0;0;0;0;2;0;20;219;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;255;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;7;0;0
P8S2G:04149:06703_SUB_SUB;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;0;0;10;0;1;0;0;0;0;0;0;0;0;0;3;15;0;2;0;1;0;0;0;3;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04164:06782_SUB_SUB;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;3;0;0;4;0;0;4;0;0;4;10;0;0;0;0;0;0;0;0;30;0;20;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04251:06998_SUB_SUB;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;12;0;0;0;9;0;566;0;0;0;0;0;0;0;2;1;1;0;0;17;0;14;0;0;0;1;0;1;0;0;0;46;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;1;0;0;0;2
P8S2G:04260:06983_SUB_SUB;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;3;0;67;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;1;0;1;0;0;0;10;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04286:06538_SUB_SUB;314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04315:06588_SUB_SUB;806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;187;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;0;0;1;0;0;0;0;0;0;54;0;0;0;0;0;0;43;0;0;28;0;0;38;0;0;21;27;0;0;0;0;0;0;0;0;209;0;104;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04303:06899_SUB_SUB;1111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;402;0;0;0;0;0;18;8;0;0;0;0;0;0;0;0;154;1;0;0;0;0;0;0;0;4;0;54;4;0;0;0;0;0;0;1;0;0;0;0;0;0;87;0;357;0;2;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04333:06854_SUB_SUB;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;27;0;0;0;0;0;0;0;17;0;0;0;0;0;0;149;0;6;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0;0;63
P8S2G:04341:06511_SUB_SUB;2100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;253;0;0;0;0;0;1807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04569:06655_SUB_SUB;262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;17;0;0;0;0;3;0;0;0;0;0;0;0;0;0;8;51;0;0;3;0;0;0;0;0;39;0;4;0;7;4;3;5;0;0;0;0;0;0;40;0;0;0;0;0;19;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04632:06504_SUB_SUB;651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;146;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;27;0;0;7;0;0;0;0;0;0;48;0;0;0;0;0;0;19;0;0;37;0;0;38;0;0;23;19;0;0;0;0;0;0;0;0;151;0;88;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:04588:06762_SUB_SUB;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00706:05781_SUB_SUB;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00701:06211_SUB_SUB;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00816:06248_SUB_SUB;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1;2;0;0;42;0;11;0;0;0;0;0;0;0;0;0;2;22;0;2;0;3;0;0;0;2;149;0;0;2;0;0;0;0;0;0;1;0;0;5;0;0;25;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
P8S2G:00914:06365_SUB_SUB;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;2;0;0;0;7;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01038:05861_SUB_SUB;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;24;0;0;0;0;0;0;13;0;0;6;0;0;13;0;0;6;6;0;0;0;0;0;0;0;0;47;0;27;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01187:06117_SUB_SUB;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:01195:06161_SUB_SUB;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;2;0;0;0;0;4;1;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;28;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00131:02213_SUB_SUB;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;57;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;3;0;0;0;0;0;0;11;0;0;0;0;0;0;11;0;0;9;0;0;14;0;0;4;5;0;0;0;0;0;0;0;0;70;0;25;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00109:02461_SUB_SUB;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00224:02502_SUB_SUB;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;100;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
P8S2G:00275:02030_SUB_SUB;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;177;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;0;0;7;0;0;0;0;0;0;80;2;0;0;0;0;0;35;0;0;34;0;0;54;0;0;20;38;0;0;0;0;0;0;0;0;183;0;128;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00270:02258_SUB_SUB;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;0;134;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00305:01947_SUB_SUB;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;4;0;285;0;0;0;0;0;0;0;0;1;1;0;0;8;0;8;0;0;0;1;0;1;0;0;0;17;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1
P8S2G:00393:02380_SUB_SUB;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;17;0;0;0;12;0;682;0;0;0;0;0;0;0;0;0;0;0;0;23;0;13;0;0;0;3;0;6;0;0;0;54;0;0;0;2;0;6;0;2;0;0;0;0;0;0;0;2;0;0;0;2
P8S2G:00422:02356_SUB_SUB;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;2;0;98;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00591:01931_SUB_SUB;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;1;0;0;3;0;0;0;0;0;0;40;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;6
P8S2G:00597:02000_SUB_SUB;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;9;14;0;28;1;0;5;0;0;0;0;0;0;0;5;0;6;0;0;0;0;0;0;1;28;38;42;12;0;4;0;0;11;0;0;0;0;0;0;0;13;92;0;0;13;43;12;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
P8S2G:00317:00984_SUB_SUB;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;1;22;0;26;0;0;2;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0;0;2;40;19;34;13;0;0;0;0;12;0;0;0;0;0;1;0;12;40;0;0;12;22;12;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0
P8S2G:00334:01052_SUB_SUB;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;0;0;0;0;0;0;11;0;0;0;0;0;0;3;0;0;5;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;40;0;18;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00444:01031_SUB_SUB;891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;216;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;0;0;7;0;0;0;0;0;0;56;1;0;0;0;0;0;37;0;0;41;0;0;49;0;0;11;28;0;0;0;0;0;0;0;0;219;0;110;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00082:04902_SUB_SUB;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;3;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;44;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
P8S2G:00192:05086_SUB_SUB;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;97;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P8S2G:00384:04935_SUB_SUB;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;5;0;0;23;0;8;0;0;0;0;0;0;0;0;0;4;13;0;0;0;1;0;0;0;1;91;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
P8S2G:00286:03652_SUB_SUB;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0;3;0;0;0;0;0;0;0;0;4;7;0;0;4;0;0;0;0;2;0;1;1;10;60;16;2;9;0;1;0;0;0;0;1;0;4;0;8;0;0;0;0;0;0;2;9;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00543:03204_SUB_SUB;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;4;0;8;0;0;0;0;1;2;394;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;14;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00149:06213_SUB_SUB;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:00364:05942_SUB_SUB;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;45;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
P8S2G:03419:01318_SUB_SUB;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;192;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;0;2;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03442:01680_SUB_SUB;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;2;0;111;0;0;1;0;0;1;0;0;0;0;0;0;8;0;5;0;0;0;1;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03476:01406_SUB_SUB;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;1;0;0;24;0;9;0;0;0;0;0;0;0;0;0;3;10;0;0;0;3;0;0;0;1;115;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;11;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
P8S2G:03730:01485_SUB_SUB;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;102;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;2;0;1;0;0;0;11;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
P8S2G:03814:01359_SUB_SUB;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;29;0;0;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
