id;count;sample:E00944163-S0001plqA-A0000Rep1_IonCode_0229;sample:E00944164-S0001plqA-A0000Rep1_IonCode_0230;sample:E00944165-S0001plqA-A0000Rep1_IonCode_0231;sample:E00944166-S0001plqA-A0000Rep1_IonCode_0232;sample:E00944168-S0001plqA-A0000Rep1_IonCode_0233;sample:E00944194-S0001plqA-A0000Rep1_IonCode_0234;sample:E00944195-S0001plqA-A0000Rep1_IonCode_0235;sample:E00944196-S0001plqA-A0000Rep1_IonCode_0236;sample:E00944200-S0001plqA-A0000Rep1_IonCode_0237;sample:E00944201-S0001plqA-A0000Rep1_IonCode_0238;sample:E00944203-S0001plqA-A0000Rep1_IonCode_0240;sample:E00944205-S0001plqA-A0000Rep1_IonCode_0242;sample:E00944206-S0001plqA-A0000Rep1_IonCode_0243;sample:E00944208-S0001plqA-A0000Rep1_IonCode_0244;sample:E00944209-S0001plqA-A0000Rep1_IonCode_0245;sample:E00944210-S0001plqA-A0000Rep1_IonCode_0246;sample:E00944211-S0001plqA-A0000Rep1_IonCode_0247;sample:E00944213-S0001plqA-A0000Rep1_IonCode_0248;sample:E00944215-S0001plqA-A0000Rep1_IonCode_0249;sample:E00944217-S0001plqA-A0000Rep1_IonCode_0250;sample:E00944218-S0001plqA-A0000Rep1_IonCode_0251;sample:E00944563-S0001plqA-A0000Rep1_IonCode_0266;sample:E00944564-S0001plqA-A0000Rep1_IonCode_0267;sample:E00963479-S0001plqA-A0000Rep1_IonCode_0202;sample:E00963480-S0001plqA-A0000Rep1_IonCode_0203;sample:E00963481-S0001plqA-A0000Rep1_IonCode_0204;sample:E00963487-S0001plqA-A0000Rep1_IonCode_0205;sample:E00963489-S0001plqA-A0000Rep1_IonCode_0206;sample:E00963503-S0001plqA-A0000Rep1_IonCode_0207;sample:E00963504-S0001plqA-A0000Rep1_IonCode_0208;sample:E00963513-S0001plqA-A0000Rep1_IonCode_0209;sample:E00963514-S0001plqA-A0000Rep1_IonCode_0210;sample:E00963678-S0001plqA-A0000Rep1_IonCode_0211;sample:E00963680-S0001plqA-A0000Rep1_IonCode_0212;sample:E00963683-S0001plqA-A0000Rep1_IonCode_0213;sample:E00963715-S0001plqA-A0000Rep1_IonCode_0268;sample:E00963717-S0001plqA-A0000Rep1_IonCode_0269;sample:E00963721-S0001plqA-A0000Rep1_IonCode_0270;sample:E00963722-S0001plqA-A0000Rep1_IonCode_0271;sample:E00963725-S0001plqA-A0000Rep1_IonCode_0272;sample:E00963726-S0001plqA-A0000Rep1_IonCode_0273;sample:E00963727-S0001plqA-A0000Rep1_IonCode_0274;sample:E00963728-S0001plqA-A0000Rep1_IonCode_0275;sample:E00963729-S0001plqA-A0000Rep1_IonCode_0276;sample:E00963731-S0001plqA-A0000Rep1_IonCode_0277;sample:E00963732-S0001plqA-A0000Rep1_IonCode_0278;sample:E00963734-S0001plqA-A0000Rep1_IonCode_0280;sample:E00963736-S0001plqA-A0000Rep1_IonCode_0282;sample:E00963738-S0001plqA-A0000Rep1_IonCode_0283;sample:E00963739-S0001plqA-A0000Rep1_IonCode_0284;sample:E00963744-S0001plqA-A0000Rep1_IonCode_0252;sample:E00963749-S0001plqA-A0000Rep1_IonCode_0253;sample:E00963754-S0001plqA-A0000Rep1_IonCode_0254;sample:E00963758-S0001plqA-A0000Rep1_IonCode_0255;sample:E00963760-S0001plqA-A0000Rep1_IonCode_0256;sample:E00963814-S0001plqA-A0000Rep1_IonCode_0257;sample:E00963840-S0001plqA-A0000Rep1_IonCode_0285;sample:E00963849-S0001plqA-A0000Rep1_IonCode_0287;sample:E00963851-S0001plqA-A0000Rep1_IonCode_0288;sample:E00963854-S0001plqA-A0000Rep1_IonCode_0289;sample:E00963858-S0001plqA-A0000Rep1_IonCode_0290;sample:E00963860-S0001plqA-A0000Rep1_IonCode_0291;sample:E00963861-S0001plqA-A0000Rep1_IonCode_0292;sample:E00963862-S0001plqA-A0000Rep1_IonCode_0293;sample:E00963863-S0001plqA-A0000Rep1_IonCode_0294;sample:E00963872-S0001plqA-A0000Rep1_IonCode_0215;sample:E00963876-S0001plqA-A0000Rep1_IonCode_0216;sample:E00963878-S0001plqA-A0000Rep1_IonCode_0217;sample:E00963882-S0001plqA-A0000Rep1_IonCode_0218;sample:E00963887-S0001plqA-A0000Rep1_IonCode_0219;sample:E00963888-S0001plqA-A0000Rep1_IonCode_0220;sample:E00982243-S0001plqA-A0000Rep1_IonCode_0258;sample:E00982245-S0001plqA-A0000Rep1_IonCode_0259;sample:E00982261-S0001plqA-A0000Rep1_IonCode_0260;sample:E00982267-S0001plqA-A0000Rep1_IonCode_0261;sample:E00982269-S0001plqA-A0000Rep1_IonCode_0262;sample:E00982272-S0001plqA-A0000Rep1_IonCode_0263;sample:E00982274-S0001plqA-A0000Rep1_IonCode_0264;sample:E00982275-S0001plqA-A0000Rep1_IonCode_0265;sample:E00982463-S0001plqA-A0000Rep1_IonCode_0222;sample:E00982464-S0001plqA-A0000Rep1_IonCode_0223;sample:E00982467-S0001plqA-A0000Rep1_IonCode_0224;sample:E00982468-S0001plqA-A0000Rep1_IonCode_0225;sample:E00982469-S0001plqA-A0000Rep1_IonCode_0226;sample:E00982473-S0001plqA-A0000Rep1_IonCode_0227;sample:E00982474-S0001plqA-A0000Rep1_IonCode_0228;sample:E00982498-S0001plqA-A0000Rep1_IonCode_0295
P8S2G:04261:06640_SUB_SUB;174686;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;6759;2730;0;0;1;0;0;0;0;770;0;2;0;0;70001;0;0;1;36693;0;6610;11;10624;0;22;0;0;21772;2;0;0;0;0;3;0;3;1;3;0;0;605;0;17255;0;0;0;0;0;8;0;0;0;1;2;2;0;1;1;0;0;0;0;0;0;0;799
P8S2G:04887:03875_SUB_SUB;4762;1;29;8;1;1;38;110;213;21;246;41;29;25;436;357;198;12;8;30;11;16;2;7;26;84;156;66;6;54;15;88;14;21;27;131;219;27;12;2;68;122;12;54;30;5;17;3;2;27;6;61;7;31;12;1;13;5;3;112;116;13;9;120;64;14;39;15;200;128;10;127;4;0;56;70;42;54;147;26;88;3;3;3;12;1;17;2
P8S2G:04800:01165_SUB_SUB;6421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;441;160;0;0;0;0;0;0;0;26;0;0;0;0;1179;0;0;0;1139;0;157;1;156;0;1;0;0;604;0;0;0;0;0;0;0;2;0;0;0;0;37;0;2468;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
P8S2G:05139:04709_SUB_SUB;332775;23210;2449;4097;1980;1003;3905;13758;1083;2556;17731;12;12599;4224;43842;37055;3988;2699;1206;3268;4234;2313;6;0;7;5;1;8;88;7015;7;8615;15;0;43;4;0;3;1922;4;1;54;0;2;12;1;96;471;0;6;953;23657;12925;5639;3697;2982;3722;37;135;2;14;1176;3;1020;0;2983;2;1011;184;37;1;10413;2354;1940;10632;23319;2935;5153;8644;1562;41;2;0;0;0;1;1;0
P8S2G:04013:06981_SUB_SUB;6395;394;109;138;29;26;131;376;43;56;596;0;100;279;300;581;10;116;75;164;85;22;0;0;0;0;0;0;6;352;0;176;0;0;0;0;0;0;51;0;0;0;0;0;1;0;0;20;0;0;26;219;266;111;42;27;31;3;0;0;2;4;0;5;1;6;0;22;0;2;0;151;79;15;44;632;106;19;288;58;0;0;0;0;0;0;0;0
P8S2G:04060:06515_SUB_SUB;64222;4576;559;1505;260;274;871;3309;220;581;3386;10;1865;1495;6461;6026;418;870;474;987;656;296;1;0;0;0;0;0;16;2015;0;1653;3;0;7;2;1;2;481;1;0;13;0;0;1;1;16;150;0;0;264;3736;2740;1000;642;388;806;17;37;2;2;144;0;93;0;293;0;194;4;19;0;2141;464;208;1230;6515;804;586;2088;334;8;0;0;0;0;1;0;0
P8S2G:04073:06730_SUB_SUB;26075;2115;222;316;209;107;532;1281;54;246;1257;0;1168;393;2388;2844;205;236;83;422;559;160;1;0;0;0;0;0;0;765;2;524;0;0;0;0;0;0;126;1;0;5;0;0;0;0;7;29;0;0;51;1600;1453;417;270;271;365;3;10;0;0;62;0;42;0;185;0;76;7;3;0;596;271;152;1135;1360;222;271;838;153;5;0;0;0;0;0;0;0
P8S2G:04079:06999_SUB_SUB;957;59;17;22;4;5;16;75;7;13;88;0;30;37;43;79;3;13;12;30;12;2;0;0;0;0;0;0;0;56;0;23;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;7;38;27;17;7;7;6;1;1;0;0;0;0;1;0;4;0;0;0;1;0;20;11;6;8;92;8;6;28;10;0;0;0;0;0;0;0;0
P8S2G:04115:06557_SUB_SUB;3527;269;23;69;16;12;111;209;10;26;224;0;121;104;209;311;17;46;31;105;77;13;0;0;0;0;0;0;0;168;0;71;0;0;0;0;0;0;21;0;0;1;0;0;0;0;1;2;0;0;16;182;202;29;29;26;50;0;1;0;0;4;0;0;0;13;0;7;1;0;0;96;42;20;74;270;35;23;117;23;0;0;0;0;0;0;0;0
P8S2G:04162:06427_SUB_SUB;7019;500;67;139;25;40;75;325;30;57;413;0;221;145;822;748;39;94;46;101;58;30;0;0;0;0;1;0;5;174;0;167;1;0;0;1;0;1;50;0;0;0;0;0;0;0;1;15;0;0;24;454;269;106;83;43;69;1;6;0;1;23;0;12;0;30;0;23;2;4;0;245;46;28;130;550;94;85;264;33;3;0;0;0;0;0;0;0
P8S2G:04218:06407_SUB_SUB;1278;105;9;15;12;1;12;62;7;13;66;0;68;9;119;138;12;8;7;23;10;11;1;0;0;0;0;0;0;22;0;26;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;4;0;0;4;121;47;20;14;9;13;0;0;0;0;3;0;4;0;8;0;3;0;0;0;44;7;7;40;106;6;20;29;6;0;0;0;0;0;0;0;0
P8S2G:04189:06470_SUB_SUB;465;32;5;7;0;3;34;25;0;3;35;0;16;28;14;34;0;6;4;14;23;1;0;0;0;0;0;0;0;34;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;19;25;7;3;3;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;1;0;1;29;8;1;26;4;0;0;0;0;0;0;0;0
P8S2G:04253:06510_SUB_SUB;719;69;4;16;0;3;10;26;3;8;47;0;11;19;97;70;1;4;5;8;4;2;0;0;0;0;0;0;0;17;0;11;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;3;0;0;8;41;47;9;9;5;8;0;0;0;0;2;0;0;0;5;0;0;0;0;0;14;2;5;15;66;10;4;16;7;0;0;0;0;0;0;0;0
P8S2G:04309:06890_SUB_SUB;316;22;3;6;0;2;3;16;1;1;30;0;9;6;32;26;1;4;4;8;3;1;0;0;0;0;0;0;0;14;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;18;22;6;4;3;4;0;1;0;0;0;0;0;0;2;0;0;0;0;0;7;0;1;5;22;4;2;11;1;0;0;0;0;0;0;0;0
P8S2G:04372:06974_SUB_SUB;406;12;10;2;0;0;53;7;2;1;108;0;1;49;3;6;0;10;11;12;21;0;0;0;0;1;0;0;0;25;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;9;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;4;0;15;10;0;0;0;0;0;0;0;0
P8S2G:04419:06605_SUB_SUB;156;17;3;4;0;0;2;11;1;0;12;1;3;9;11;9;2;0;0;5;3;0;0;0;0;0;0;0;0;9;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;5;5;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;4;13;2;0;3;1;0;0;0;0;0;0;0;0
P8S2G:04428:06978_SUB_SUB;3549;221;53;68;13;10;73;160;17;42;308;0;69;117;290;339;8;69;34;77;33;15;0;0;0;0;0;0;3;147;0;77;0;0;0;1;0;0;13;0;0;0;0;0;0;0;1;13;0;0;12;157;161;69;29;14;28;4;4;1;0;3;0;3;0;7;0;9;0;2;0;109;37;6;28;341;41;13;166;34;0;0;0;0;0;0;0;0
P8S2G:04414:07038_SUB_SUB;12429;787;115;235;84;51;213;705;33;97;777;1;449;329;1109;1133;102;137;82;219;168;69;0;0;0;0;0;0;3;526;0;368;0;0;2;0;0;0;52;1;0;3;0;0;1;0;3;19;0;0;50;721;343;246;123;95;141;4;4;0;1;29;0;32;0;77;0;38;1;6;1;344;129;49;216;1201;143;135;345;81;1;0;0;0;0;0;0;0
P8S2G:04487:06506_SUB_SUB;8103;591;57;94;44;24;84;365;30;72;415;0;316;104;1135;964;83;73;28;71;81;48;0;0;1;0;0;0;1;154;0;196;0;0;3;1;0;0;42;0;0;3;0;0;1;0;1;11;0;0;16;539;268;123;98;64;88;1;4;0;0;21;0;35;0;60;0;26;3;2;0;285;66;43;253;551;75;116;235;38;0;0;0;0;0;0;0;0
P8S2G:04508:06544_SUB_SUB;137;9;5;0;0;1;10;3;0;1;33;0;0;10;2;2;0;5;2;4;2;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1;0;6;6;0;0;0;0;0;0;0;0
P8S2G:04516:06879_SUB_SUB;2841;179;22;50;17;11;44;172;8;18;159;0;110;58;318;290;34;19;17;42;38;22;0;0;0;0;0;0;0;96;0;70;0;0;0;0;0;0;15;0;0;0;0;0;0;0;3;3;0;0;14;157;72;47;36;18;38;0;2;0;2;20;0;6;0;17;0;11;1;2;0;69;18;20;48;257;22;41;89;19;0;0;0;0;0;0;0;0
P8S2G:00695:06229_SUB_SUB;316;35;6;1;3;4;9;21;1;2;58;0;3;16;1;13;0;9;6;5;6;1;0;0;0;0;0;0;0;26;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;5;12;9;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;27;3;1;7;6;0;0;0;0;0;0;0;0
P8S2G:00749:06380_SUB_SUB;632;52;9;17;2;2;20;37;4;3;60;1;6;34;20;42;0;15;11;14;12;0;0;0;0;0;0;0;0;45;0;20;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;6;13;20;17;4;3;2;1;0;0;0;1;0;0;0;0;0;2;0;1;0;8;6;1;3;70;7;3;29;4;0;0;0;0;0;0;0;0
P8S2G:00800:06232_SUB_SUB;5767;523;46;70;66;17;125;330;5;45;227;0;371;80;512;753;6;39;15;106;117;30;0;0;0;0;0;0;0;209;0;104;0;0;0;0;0;0;21;0;0;0;0;0;0;0;1;2;0;0;15;398;289;61;53;74;85;1;1;0;0;8;0;2;0;31;0;9;0;1;0;104;92;47;260;209;39;26;115;27;0;0;0;0;0;0;0;0
P8S2G:00839:05812_SUB_SUB;823;53;6;9;3;3;10;36;2;7;59;0;21;15;91;82;9;10;4;15;9;2;0;0;0;0;0;0;1;19;0;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;48;47;18;9;8;3;0;1;1;0;1;0;2;0;6;0;4;0;0;0;37;12;4;6;71;7;12;28;4;0;0;0;0;0;0;0;0
P8S2G:00837:06362_SUB_SUB;119;13;5;0;2;0;9;7;0;1;17;0;1;5;2;9;0;1;5;4;3;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;4;0;0;6;0;0;0;0;0;0;0;0;0
P8S2G:00947:06020_SUB_SUB;6252;457;55;130;22;36;92;350;32;62;401;1;194;166;450;553;20;116;59;127;78;22;0;0;0;0;0;0;1;315;0;187;1;0;0;0;0;1;43;0;0;2;0;0;0;0;0;17;0;0;31;315;301;100;45;35;46;0;1;1;0;6;0;11;0;14;0;11;0;2;0;144;63;18;65;687;77;37;216;34;0;1;0;0;0;0;1;0
P8S2G:01081:06353_SUB_SUB;422;16;5;6;2;3;9;28;0;2;52;0;5;35;18;34;1;10;5;15;11;0;0;0;0;0;0;0;1;22;0;9;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;1;11;20;11;2;2;1;1;0;0;0;0;0;0;0;1;0;2;0;1;0;3;4;1;0;34;4;0;27;2;0;0;0;0;0;0;0;0
P8S2G:01311:06119_SUB_SUB;218;21;4;3;0;0;8;10;2;3;30;0;1;11;7;13;0;7;2;9;6;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;8;10;6;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;15;7;0;11;4;0;0;0;0;0;0;0;0
P8S2G:01326:05977_SUB_SUB;120;14;1;2;0;0;3;1;0;1;11;0;1;2;12;10;0;0;0;5;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;9;3;3;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;12;2;1;3;0;0;0;0;0;0;0;0;0
P8S2G:00067:02185_SUB_SUB;335;18;2;8;4;3;9;21;0;1;31;0;3;12;5;26;0;5;9;13;7;0;0;0;0;0;0;0;0;33;0;11;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;9;16;10;0;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;7;1;0;37;4;0;15;1;0;0;0;0;0;0;0;0
P8S2G:00074:02371_SUB_SUB;529;47;6;6;4;2;10;18;2;3;48;0;12;17;74;40;2;7;3;7;5;2;0;0;0;0;0;0;0;11;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;28;26;4;4;2;7;0;0;0;0;0;0;2;0;1;0;3;0;0;0;15;4;1;10;52;4;1;23;6;0;0;0;0;0;0;0;0
P8S2G:00133:02026_SUB_SUB;2203;130;28;40;15;5;35;131;13;18;139;0;75;45;249;183;8;12;11;39;25;17;0;0;0;0;0;0;2;77;0;74;0;0;1;0;0;0;13;0;0;2;0;0;0;0;1;6;0;0;2;144;91;40;26;12;23;1;0;0;0;1;0;5;0;5;0;6;0;1;0;57;27;6;21;226;25;18;62;10;0;0;0;0;0;0;0;0
P8S2G:00194:01981_SUB_SUB;2025;141;7;42;12;5;23;119;4;21;114;0;86;34;201;214;11;27;14;32;13;11;0;0;0;0;0;0;0;65;0;61;0;0;0;0;0;0;9;0;0;1;0;0;0;0;0;3;0;0;7;129;64;32;32;12;12;0;0;0;1;4;0;5;0;8;0;6;0;0;0;65;28;7;21;194;28;28;65;7;0;0;0;0;0;0;0;0
P8S2G:00201:02055_SUB_SUB;267;7;7;0;3;0;30;3;1;2;66;0;0;33;0;2;0;5;6;9;14;1;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;2;11;15;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;4;2;1;6;13;0;0;0;0;0;0;0;0
P8S2G:00508:01933_SUB_SUB;862;83;8;7;4;2;10;41;1;8;54;1;34;11;114;84;10;7;3;8;9;3;0;0;0;0;0;0;1;14;0;25;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;60;36;15;12;5;9;0;0;0;0;5;0;2;0;7;0;4;0;0;0;33;6;3;18;58;12;10;16;4;0;0;0;0;0;0;0;0
P8S2G:00532:02493_SUB_SUB;478;53;5;14;1;2;8;18;1;7;39;0;7;14;41;43;2;14;2;3;7;2;0;0;0;0;0;0;1;4;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;19;37;3;8;0;3;0;1;0;0;0;0;1;0;3;0;2;0;0;0;11;8;2;7;37;8;1;23;5;0;0;0;0;0;0;0;0
P8S2G:00594:02188_SUB_SUB;1008;50;21;17;2;6;41;44;3;5;137;0;6;70;17;80;0;17;23;33;12;1;0;0;0;0;0;0;0;85;0;31;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;4;20;49;16;3;0;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;11;12;0;4;102;8;0;51;11;0;0;0;0;0;0;0;0
P8S2G:00589:00874_SUB_SUB;355;26;2;2;4;3;12;21;1;0;61;0;4;16;4;17;0;6;6;17;11;1;0;0;0;0;0;0;0;33;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;5;12;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;1;3;30;4;0;15;6;0;0;0;0;0;0;0;0
P8S2G:00642:01088_SUB_SUB;1400;96;25;14;2;11;35;78;8;12;178;0;17;55;58;115;0;23;25;53;10;1;0;0;1;0;0;0;1;86;0;33;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;3;0;0;6;45;58;24;10;9;7;0;2;1;0;0;0;2;0;1;0;3;0;0;0;16;8;5;10;149;17;4;57;14;0;0;0;0;0;0;0;0
P8S2G:00580:00522_SUB_SUB;789;47;8;13;2;3;24;26;3;18;99;0;14;22;75;65;2;16;6;9;13;4;0;0;0;0;0;0;1;19;0;15;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;1;0;0;4;28;48;15;7;3;5;1;1;0;1;1;0;1;0;2;0;1;0;0;0;20;5;0;8;57;9;1;49;10;0;0;0;0;0;0;0;0
P8S2G:00600:00498_SUB_SUB;1005;90;10;12;8;3;24;69;5;10;103;0;16;38;41;85;2;16;6;31;10;0;0;0;0;0;0;0;1;47;0;29;0;0;1;0;0;0;8;0;0;0;0;0;0;0;1;3;0;0;5;34;63;31;13;3;3;0;0;0;0;0;0;0;0;2;0;4;0;0;0;12;13;3;4;68;19;5;43;11;0;0;0;0;0;0;0;0
P8S2G:00606:00503_SUB_SUB;577;25;6;2;1;0;67;9;1;2;188;0;3;68;2;13;0;17;19;9;24;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;4;15;21;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;5;10;0;23;13;0;0;0;0;0;0;1;0
P8S2G:00078:04601_SUB_SUB;3292;294;13;48;17;16;53;208;0;14;160;0;222;44;295;401;10;35;8;43;50;11;0;0;0;0;0;0;0;139;0;71;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;4;263;134;41;40;42;70;0;1;0;0;4;0;1;0;19;0;9;0;0;0;79;37;25;128;109;38;4;68;8;0;0;0;0;0;0;0;0
P8S2G:00130:04845_SUB_SUB;663;47;14;4;7;1;30;45;8;2;89;1;1;31;5;36;0;6;17;35;7;0;0;0;0;0;0;0;0;82;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;6;23;17;3;1;2;1;0;0;0;0;0;0;1;0;0;1;0;1;0;3;11;0;0;62;10;0;29;6;0;0;0;0;0;0;0;0
P8S2G:00348:04526_SUB_SUB;251;19;4;3;0;1;8;18;1;1;23;0;6;11;9;20;2;8;3;7;8;2;0;0;0;0;0;0;0;16;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;9;13;4;4;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;2;1;5;2;1;19;2;0;0;0;0;0;0;0;0
P8S2G:00301:04545_SUB_SUB;329;27;10;2;4;1;13;18;2;1;49;0;2;24;5;4;0;8;5;9;9;0;0;0;0;0;0;0;1;50;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;3;11;13;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;6;0;0;18;7;0;8;6;0;0;0;0;0;0;0;0
P8S2G:00555:04843_SUB_SUB;138;15;4;1;2;0;4;11;1;0;23;0;1;4;2;8;0;2;3;5;5;0;0;0;0;0;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;6;3;0;7;3;0;0;0;0;0;0;0;0
P8S2G:00222:03397_SUB_SUB;1232;252;3;1;2;0;24;172;41;1;2;0;30;19;0;200;22;1;0;6;9;2;0;0;0;0;0;0;0;25;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;29;12;1;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;9;35;188;7;0;46;10;0;0;0;0;0;0;0;0
P8S2G:00254:03462_SUB_SUB;295;11;9;2;1;0;21;6;2;2;66;0;0;31;1;6;0;3;12;13;14;0;0;0;0;0;0;0;1;26;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;7;14;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;6;2;0;21;4;0;0;0;0;0;0;0;0
P8S2G:00389:03722_SUB_SUB;110;3;4;0;0;0;4;4;0;2;20;0;0;13;1;7;0;3;0;2;3;0;0;0;0;0;0;0;0;9;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7;2;0;12;1;0;0;0;0;0;0;0;0
P8S2G:00486:03326_SUB_SUB;119;6;2;3;1;1;3;8;0;0;4;0;1;6;8;5;2;1;0;1;2;3;0;0;0;0;0;0;0;10;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;5;3;2;2;0;0;0;0;0;0;1;0;2;0;0;0;0;0;6;0;0;1;11;1;0;4;0;0;0;0;0;0;0;0;0
P8S2G:00044:06261_SUB_SUB;272;21;0;1;1;1;1;9;1;3;22;0;11;4;27;25;1;5;0;1;7;4;0;0;0;0;0;0;0;5;0;7;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;18;11;7;3;2;4;0;0;0;0;1;0;1;0;3;0;0;0;0;0;7;2;3;12;20;4;4;8;1;0;0;0;0;0;0;0;0
P8S2G:00242:06147_SUB_SUB;301;30;2;5;2;0;15;22;0;0;15;0;9;11;20;30;0;3;4;6;5;0;0;0;0;0;0;0;0;21;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;15;16;2;2;3;4;0;0;0;0;0;0;0;0;1;0;2;0;0;0;9;3;2;4;15;5;0;6;4;0;0;0;0;0;0;0;0
P8S2G:00219:06258_SUB_SUB;1092;87;8;19;2;8;26;74;0;6;81;0;40;24;56;89;4;12;6;31;36;8;0;0;0;0;0;0;0;60;0;26;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;4;0;0;5;70;47;15;10;9;13;0;0;0;0;2;0;0;0;2;0;5;0;0;0;26;19;2;25;73;9;4;31;9;0;0;0;0;0;0;0;0
P8S2G:00286:06257_SUB_SUB;478;34;12;2;2;2;39;13;1;1;166;0;1;44;4;9;0;9;13;4;27;0;0;0;0;0;0;0;0;14;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;16;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;5;10;1;13;15;0;0;0;0;0;0;0;0
P8S2G:00326:05818_SUB_SUB;279;20;8;6;3;0;6;13;2;1;29;0;8;13;20;29;1;4;3;3;3;1;0;0;0;0;0;0;0;5;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;13;12;3;3;2;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4;2;0;6;21;6;0;15;3;0;0;0;0;0;0;0;0
